iso_code,Location,Date,Total cases,New cases,Total deaths,New deaths,Total tests,Total vaccinations
KHM,Cambodia,2020/01/27,1,1,,,,
KHM,Cambodia,2020/01/28,1,0,,,,
KHM,Cambodia,2020/01/29,1,0,,,,
KHM,Cambodia,2020/01/30,1,0,,,,
KHM,Cambodia,2020/01/31,1,0,,,,
KHM,Cambodia,2020/02/01,1,0,,,,
KHM,Cambodia,2020/02/02,1,0,,,,
KHM,Cambodia,2020/02/03,1,0,,,,
KHM,Cambodia,2020/02/04,1,0,,,,
KHM,Cambodia,2020/02/05,1,0,,,,
KHM,Cambodia,2020/02/06,1,0,,,,
KHM,Cambodia,2020/02/07,1,0,,,,
KHM,Cambodia,2020/02/08,1,0,,,,
KHM,Cambodia,2020/02/09,1,0,,,,
KHM,Cambodia,2020/02/10,1,0,,,,
KHM,Cambodia,2020/02/11,1,0,,,,
KHM,Cambodia,2020/02/12,1,0,,,,
KHM,Cambodia,2020/02/13,1,0,,,,
KHM,Cambodia,2020/02/14,1,0,,,,
KHM,Cambodia,2020/02/15,1,0,,,,
KHM,Cambodia,2020/02/16,1,0,,,,
KHM,Cambodia,2020/02/17,1,0,,,,
KHM,Cambodia,2020/02/18,1,0,,,,
KHM,Cambodia,2020/02/19,1,0,,,,
KHM,Cambodia,2020/02/20,1,0,,,,
KHM,Cambodia,2020/02/21,1,0,,,,
KHM,Cambodia,2020/02/22,1,0,,,,
KHM,Cambodia,2020/02/23,1,0,,,,
KHM,Cambodia,2020/02/24,1,0,,,,
KHM,Cambodia,2020/02/25,1,0,,,,
KHM,Cambodia,2020/02/26,1,0,,,,
KHM,Cambodia,2020/02/27,1,0,,,,
KHM,Cambodia,2020/02/28,1,0,,,,
KHM,Cambodia,2020/02/29,1,0,,,,
KHM,Cambodia,2020/03/01,1,0,,,,
KHM,Cambodia,2020/03/02,1,0,,,,
KHM,Cambodia,2020/03/03,1,0,,,,
KHM,Cambodia,2020/03/04,1,0,,,,
KHM,Cambodia,2020/03/05,1,0,,,,
KHM,Cambodia,2020/03/06,1,0,,,,
KHM,Cambodia,2020/03/07,1,0,,,,
KHM,Cambodia,2020/03/08,2,1,,,,
KHM,Cambodia,2020/03/09,2,0,,,,
KHM,Cambodia,2020/03/10,2,0,,,,
KHM,Cambodia,2020/03/11,3,1,,,,
KHM,Cambodia,2020/03/12,3,0,,,,
KHM,Cambodia,2020/03/13,5,2,,,,
KHM,Cambodia,2020/03/14,7,2,,,,
KHM,Cambodia,2020/03/15,7,0,,,,
KHM,Cambodia,2020/03/16,7,0,,,,
KHM,Cambodia,2020/03/17,33,26,,,,
KHM,Cambodia,2020/03/18,35,2,,,,
KHM,Cambodia,2020/03/19,37,2,,,,
KHM,Cambodia,2020/03/20,51,14,,,,
KHM,Cambodia,2020/03/21,53,2,,,,
KHM,Cambodia,2020/03/22,84,31,,,,
KHM,Cambodia,2020/03/23,87,3,,,,
KHM,Cambodia,2020/03/24,91,4,,,,
KHM,Cambodia,2020/03/25,96,5,,,,
KHM,Cambodia,2020/03/26,96,0,,,,
KHM,Cambodia,2020/03/27,99,3,,,,
KHM,Cambodia,2020/03/28,99,0,,,,
KHM,Cambodia,2020/03/29,103,4,,,,
KHM,Cambodia,2020/03/30,107,4,,,,
KHM,Cambodia,2020/03/31,109,2,,,,
KHM,Cambodia,2020/04/01,109,0,,,,
KHM,Cambodia,2020/04/02,110,1,,,,
KHM,Cambodia,2020/04/03,114,4,,,,
KHM,Cambodia,2020/04/04,114,0,,,,
KHM,Cambodia,2020/04/05,114,0,,,,
KHM,Cambodia,2020/04/06,114,0,,,,
KHM,Cambodia,2020/04/07,115,1,,,,
KHM,Cambodia,2020/04/08,117,2,,,,
KHM,Cambodia,2020/04/09,119,2,,,,
KHM,Cambodia,2020/04/10,119,0,,,,
KHM,Cambodia,2020/04/11,120,1,,,,
KHM,Cambodia,2020/04/12,122,2,,,,
KHM,Cambodia,2020/04/13,122,0,,,,
KHM,Cambodia,2020/04/14,122,0,,,,
KHM,Cambodia,2020/04/15,122,0,,,,
KHM,Cambodia,2020/04/16,122,0,,,,
KHM,Cambodia,2020/04/17,122,0,,,,
KHM,Cambodia,2020/04/18,122,0,,,,
KHM,Cambodia,2020/04/19,122,0,,,,
KHM,Cambodia,2020/04/20,122,0,,,,
KHM,Cambodia,2020/04/21,122,0,,,,
KHM,Cambodia,2020/04/22,122,0,,,,
KHM,Cambodia,2020/04/23,122,0,,,,
KHM,Cambodia,2020/04/24,122,0,,,,
KHM,Cambodia,2020/04/25,122,0,,,,
KHM,Cambodia,2020/04/26,122,0,,,,
KHM,Cambodia,2020/04/27,122,0,,,,
KHM,Cambodia,2020/04/28,122,0,,,,
KHM,Cambodia,2020/04/29,122,0,,,,
KHM,Cambodia,2020/04/30,122,0,,,,
KHM,Cambodia,2020/05/01,122,0,,,,
KHM,Cambodia,2020/05/02,122,0,,,,
KHM,Cambodia,2020/05/03,122,0,,,,
KHM,Cambodia,2020/05/04,122,0,,,,
KHM,Cambodia,2020/05/05,122,0,,,,
KHM,Cambodia,2020/05/06,122,0,,,,
KHM,Cambodia,2020/05/07,122,0,,,,
KHM,Cambodia,2020/05/08,122,0,,,,
KHM,Cambodia,2020/05/09,122,0,,,,
KHM,Cambodia,2020/05/10,122,0,,,,
KHM,Cambodia,2020/05/11,122,0,,,,
KHM,Cambodia,2020/05/12,122,0,,,,
KHM,Cambodia,2020/05/13,122,0,,,,
KHM,Cambodia,2020/05/14,122,0,,,,
KHM,Cambodia,2020/05/15,122,0,,,,
KHM,Cambodia,2020/05/16,122,0,,,,
KHM,Cambodia,2020/05/17,122,0,,,,
KHM,Cambodia,2020/05/18,122,0,,,,
KHM,Cambodia,2020/05/19,122,0,,,,
KHM,Cambodia,2020/05/20,122,0,,,,
KHM,Cambodia,2020/05/21,123,1,,,,
KHM,Cambodia,2020/05/22,123,0,,,,
KHM,Cambodia,2020/05/23,124,1,,,,
KHM,Cambodia,2020/05/24,124,0,,,,
KHM,Cambodia,2020/05/25,124,0,,,,
KHM,Cambodia,2020/05/26,124,0,,,,
KHM,Cambodia,2020/05/27,124,0,,,,
KHM,Cambodia,2020/05/28,124,0,,,,
KHM,Cambodia,2020/05/29,124,0,,,,
KHM,Cambodia,2020/05/30,125,1,,,,
KHM,Cambodia,2020/05/31,125,0,,,,
KHM,Cambodia,2020/06/01,125,0,,,,
KHM,Cambodia,2020/06/02,125,0,,,,
KHM,Cambodia,2020/06/03,125,0,,,,
KHM,Cambodia,2020/06/04,125,0,,,,
KHM,Cambodia,2020/06/05,125,0,,,,
KHM,Cambodia,2020/06/06,125,0,,,,
KHM,Cambodia,2020/06/07,126,1,,,,
KHM,Cambodia,2020/06/08,126,0,,,,
KHM,Cambodia,2020/06/09,126,0,,,,
KHM,Cambodia,2020/06/10,126,0,,,,
KHM,Cambodia,2020/06/11,126,0,,,,
KHM,Cambodia,2020/06/12,126,0,,,,
KHM,Cambodia,2020/06/13,128,2,,,,
KHM,Cambodia,2020/06/14,128,0,,,,
KHM,Cambodia,2020/06/15,128,0,,,,
KHM,Cambodia,2020/06/16,128,0,,,,
KHM,Cambodia,2020/06/17,128,0,,,,
KHM,Cambodia,2020/06/18,129,1,,,,
KHM,Cambodia,2020/06/19,129,0,,,,
KHM,Cambodia,2020/06/20,129,0,,,,
KHM,Cambodia,2020/06/21,129,0,,,,
KHM,Cambodia,2020/06/22,130,1,,,,
KHM,Cambodia,2020/06/23,130,0,,,,
KHM,Cambodia,2020/06/24,130,0,,,,
KHM,Cambodia,2020/06/25,130,0,,,,
KHM,Cambodia,2020/06/26,139,9,,,,
KHM,Cambodia,2020/06/27,141,2,,,,
KHM,Cambodia,2020/06/28,141,0,,,,
KHM,Cambodia,2020/06/29,141,0,,,,
KHM,Cambodia,2020/06/30,141,0,,,,
KHM,Cambodia,2020/07/01,141,0,,,,
KHM,Cambodia,2020/07/02,141,0,,,,
KHM,Cambodia,2020/07/03,141,0,,,,
KHM,Cambodia,2020/07/04,141,0,,,,
KHM,Cambodia,2020/07/05,141,0,,,,
KHM,Cambodia,2020/07/06,141,0,,,,
KHM,Cambodia,2020/07/07,141,0,,,,
KHM,Cambodia,2020/07/08,141,0,,,,
KHM,Cambodia,2020/07/09,141,0,,,,
KHM,Cambodia,2020/07/10,141,0,,,,
KHM,Cambodia,2020/07/11,156,15,,,,
KHM,Cambodia,2020/07/12,156,0,,,,
KHM,Cambodia,2020/07/13,165,9,,,,
KHM,Cambodia,2020/07/14,165,0,,,,
KHM,Cambodia,2020/07/15,166,1,,,,
KHM,Cambodia,2020/07/16,171,5,,,,
KHM,Cambodia,2020/07/17,171,0,,,,
KHM,Cambodia,2020/07/18,171,0,,,,
KHM,Cambodia,2020/07/19,171,0,,,,
KHM,Cambodia,2020/07/20,171,0,,,,
KHM,Cambodia,2020/07/21,197,26,,,,
KHM,Cambodia,2020/07/22,198,1,,,,
KHM,Cambodia,2020/07/23,202,4,,,,
KHM,Cambodia,2020/07/24,202,0,,,,
KHM,Cambodia,2020/07/25,225,23,,,,
KHM,Cambodia,2020/07/26,225,0,,,,
KHM,Cambodia,2020/07/27,226,1,,,,
KHM,Cambodia,2020/07/28,226,0,,,,
KHM,Cambodia,2020/07/29,226,0,,,,
KHM,Cambodia,2020/07/30,234,8,,,,
KHM,Cambodia,2020/07/31,239,5,,,,
KHM,Cambodia,2020/08/01,240,1,,,,
KHM,Cambodia,2020/08/02,240,0,,,,
KHM,Cambodia,2020/08/03,240,0,,,,
KHM,Cambodia,2020/08/04,243,3,,,,
KHM,Cambodia,2020/08/05,243,0,,,,
KHM,Cambodia,2020/08/06,243,0,,,,
KHM,Cambodia,2020/08/07,246,3,,,,
KHM,Cambodia,2020/08/08,248,2,,,,
KHM,Cambodia,2020/08/09,251,3,,,,
KHM,Cambodia,2020/08/10,251,0,,,,
KHM,Cambodia,2020/08/11,268,17,,,,
KHM,Cambodia,2020/08/12,272,4,,,,
KHM,Cambodia,2020/08/13,273,1,,,,
KHM,Cambodia,2020/08/14,273,0,,,,
KHM,Cambodia,2020/08/15,273,0,,,,
KHM,Cambodia,2020/08/16,273,0,,,,
KHM,Cambodia,2020/08/17,273,0,,,,
KHM,Cambodia,2020/08/18,273,0,,,,
KHM,Cambodia,2020/08/19,273,0,,,,
KHM,Cambodia,2020/08/20,273,0,,,,
KHM,Cambodia,2020/08/21,273,0,,,,
KHM,Cambodia,2020/08/22,273,0,,,,
KHM,Cambodia,2020/08/23,273,0,,,,
KHM,Cambodia,2020/08/24,273,0,,,,
KHM,Cambodia,2020/08/25,273,0,,,,
KHM,Cambodia,2020/08/26,273,0,,,,
KHM,Cambodia,2020/08/27,273,0,,,,
KHM,Cambodia,2020/08/28,273,0,,,,
KHM,Cambodia,2020/08/29,273,0,,,,
KHM,Cambodia,2020/08/30,273,0,,,,
KHM,Cambodia,2020/08/31,274,1,,,,
KHM,Cambodia,2020/09/01,274,0,,,,
KHM,Cambodia,2020/09/02,274,0,,,,
KHM,Cambodia,2020/09/03,274,0,,,,
KHM,Cambodia,2020/09/04,274,0,,,,
KHM,Cambodia,2020/09/05,274,0,,,,
KHM,Cambodia,2020/09/06,274,0,,,,
KHM,Cambodia,2020/09/07,274,0,,,,
KHM,Cambodia,2020/09/08,274,0,,,,
KHM,Cambodia,2020/09/09,274,0,,,,
KHM,Cambodia,2020/09/10,274,0,,,,
KHM,Cambodia,2020/09/11,274,0,,,,
KHM,Cambodia,2020/09/12,275,1,,,,
KHM,Cambodia,2020/09/13,275,0,,,,
KHM,Cambodia,2020/09/14,275,0,,,,
KHM,Cambodia,2020/09/15,275,0,,,,
KHM,Cambodia,2020/09/16,275,0,,,,
KHM,Cambodia,2020/09/17,275,0,,,,
KHM,Cambodia,2020/09/18,275,0,,,,
KHM,Cambodia,2020/09/19,275,0,,,,
KHM,Cambodia,2020/09/20,275,0,,,,
KHM,Cambodia,2020/09/21,275,0,,,,
KHM,Cambodia,2020/09/22,275,0,,,,
KHM,Cambodia,2020/09/23,275,0,,,,
KHM,Cambodia,2020/09/24,275,0,,,,
KHM,Cambodia,2020/09/25,275,0,,,,
KHM,Cambodia,2020/09/26,276,1,,,,
KHM,Cambodia,2020/09/27,276,0,,,,
KHM,Cambodia,2020/09/28,277,1,,,,
KHM,Cambodia,2020/09/29,277,0,,,,
KHM,Cambodia,2020/09/30,277,0,,,,
KHM,Cambodia,2020/10/01,278,1,,,,
KHM,Cambodia,2020/10/02,278,0,,,,
KHM,Cambodia,2020/10/03,278,0,,,,
KHM,Cambodia,2020/10/04,278,0,,,,
KHM,Cambodia,2020/10/05,280,2,,,,
KHM,Cambodia,2020/10/06,280,0,,,,
KHM,Cambodia,2020/10/07,281,1,,,,
KHM,Cambodia,2020/10/08,281,0,,,,
KHM,Cambodia,2020/10/09,283,2,,,,
KHM,Cambodia,2020/10/10,283,0,,,,
KHM,Cambodia,2020/10/11,283,0,,,,
KHM,Cambodia,2020/10/12,283,0,,,,
KHM,Cambodia,2020/10/13,283,0,,,,
KHM,Cambodia,2020/10/14,283,0,,,,
KHM,Cambodia,2020/10/15,283,0,,,,
KHM,Cambodia,2020/10/16,283,0,,,,
KHM,Cambodia,2020/10/17,283,0,,,,
KHM,Cambodia,2020/10/18,283,0,,,,
KHM,Cambodia,2020/10/19,285,2,,,,
KHM,Cambodia,2020/10/20,286,1,,,,
KHM,Cambodia,2020/10/21,286,0,,,,
KHM,Cambodia,2020/10/22,286,0,,,,
KHM,Cambodia,2020/10/23,287,1,,,,
KHM,Cambodia,2020/10/24,287,0,,,,
KHM,Cambodia,2020/10/25,287,0,,,,
KHM,Cambodia,2020/10/26,288,1,,,,
KHM,Cambodia,2020/10/27,290,2,,,,
KHM,Cambodia,2020/10/28,290,0,,,,
KHM,Cambodia,2020/10/29,291,1,,,,
KHM,Cambodia,2020/10/30,291,0,,,,
KHM,Cambodia,2020/10/31,291,0,,,,
KHM,Cambodia,2020/11/01,292,1,,,,
KHM,Cambodia,2020/11/02,292,0,,,,
KHM,Cambodia,2020/11/03,292,0,,,,
KHM,Cambodia,2020/11/04,292,0,,,,
KHM,Cambodia,2020/11/05,292,0,,,,
KHM,Cambodia,2020/11/06,294,2,,,,
KHM,Cambodia,2020/11/07,295,1,,,,
KHM,Cambodia,2020/11/08,297,2,,,,
KHM,Cambodia,2020/11/09,300,3,,,,
KHM,Cambodia,2020/11/10,300,0,,,,
KHM,Cambodia,2020/11/11,301,1,,,,
KHM,Cambodia,2020/11/12,301,0,,,,
KHM,Cambodia,2020/11/13,302,1,,,,
KHM,Cambodia,2020/11/14,302,0,,,,
KHM,Cambodia,2020/11/15,302,0,,,,
KHM,Cambodia,2020/11/16,303,1,,,,
KHM,Cambodia,2020/11/17,304,1,,,,
KHM,Cambodia,2020/11/18,304,0,,,,
KHM,Cambodia,2020/11/19,304,0,,,,
KHM,Cambodia,2020/11/20,305,1,,,,
KHM,Cambodia,2020/11/21,306,1,,,,
KHM,Cambodia,2020/11/22,306,0,,,,
KHM,Cambodia,2020/11/23,306,0,,,,
KHM,Cambodia,2020/11/24,307,1,,,,
KHM,Cambodia,2020/11/25,307,0,,,,
KHM,Cambodia,2020/11/26,307,0,,,,
KHM,Cambodia,2020/11/27,308,1,,,,
KHM,Cambodia,2020/11/28,315,7,,,,
KHM,Cambodia,2020/11/29,323,8,,,,
KHM,Cambodia,2020/11/30,326,3,,,,
KHM,Cambodia,2020/12/01,329,3,,,,
KHM,Cambodia,2020/12/02,331,2,,,,
KHM,Cambodia,2020/12/03,335,4,,,,
KHM,Cambodia,2020/12/04,345,10,,,,
KHM,Cambodia,2020/12/05,346,1,,,,
KHM,Cambodia,2020/12/06,348,2,,,,
KHM,Cambodia,2020/12/07,350,2,,,,
KHM,Cambodia,2020/12/08,354,4,,,,
KHM,Cambodia,2020/12/09,356,2,,,,
KHM,Cambodia,2020/12/10,357,1,,,,
KHM,Cambodia,2020/12/11,357,0,,,,
KHM,Cambodia,2020/12/12,359,2,,,,
KHM,Cambodia,2020/12/13,359,0,,,,
KHM,Cambodia,2020/12/14,362,3,,,,
KHM,Cambodia,2020/12/15,362,0,,,,
KHM,Cambodia,2020/12/16,362,0,,,,
KHM,Cambodia,2020/12/17,362,0,,,,
KHM,Cambodia,2020/12/18,362,0,,,,
KHM,Cambodia,2020/12/19,362,0,,,,
KHM,Cambodia,2020/12/20,363,1,,,,
KHM,Cambodia,2020/12/21,363,0,,,,
KHM,Cambodia,2020/12/22,363,0,,,,
KHM,Cambodia,2020/12/23,363,0,,,,
KHM,Cambodia,2020/12/24,363,0,,,,
KHM,Cambodia,2020/12/25,363,0,,,,
KHM,Cambodia,2020/12/26,364,1,,,,
KHM,Cambodia,2020/12/27,364,0,,,,
KHM,Cambodia,2020/12/28,364,0,,,,
KHM,Cambodia,2020/12/29,364,0,,,,
KHM,Cambodia,2020/12/30,366,2,,,,
KHM,Cambodia,2020/12/31,378,12,,,,
KHM,Cambodia,2021/01/01,379,1,,,,
KHM,Cambodia,2021/01/02,381,2,,,,
KHM,Cambodia,2021/01/03,382,1,,,,
KHM,Cambodia,2021/01/04,382,0,,,,
KHM,Cambodia,2021/01/05,383,1,,,,
KHM,Cambodia,2021/01/06,385,2,,,,
KHM,Cambodia,2021/01/07,386,1,,,,
KHM,Cambodia,2021/01/08,387,1,,,,
KHM,Cambodia,2021/01/09,391,4,,,,
KHM,Cambodia,2021/01/10,391,0,,,,
KHM,Cambodia,2021/01/11,392,1,,,,
KHM,Cambodia,2021/01/12,398,6,,,,
KHM,Cambodia,2021/01/13,411,13,,,,
KHM,Cambodia,2021/01/14,426,15,,,,
KHM,Cambodia,2021/01/15,436,10,,,,
KHM,Cambodia,2021/01/16,439,3,,,,
KHM,Cambodia,2021/01/17,439,0,,,,
KHM,Cambodia,2021/01/18,441,2,,,,
KHM,Cambodia,2021/01/19,448,7,,,,
KHM,Cambodia,2021/01/20,453,5,,,,
KHM,Cambodia,2021/01/21,456,3,,,,
KHM,Cambodia,2021/01/22,456,0,,,,
KHM,Cambodia,2021/01/23,458,2,,,,
KHM,Cambodia,2021/01/24,458,0,,,,
KHM,Cambodia,2021/01/25,460,2,,,,
KHM,Cambodia,2021/01/26,460,0,,,,
KHM,Cambodia,2021/01/27,460,0,,,,
KHM,Cambodia,2021/01/28,463,3,,,,
KHM,Cambodia,2021/01/29,463,0,,,,
KHM,Cambodia,2021/01/30,465,2,,,,
KHM,Cambodia,2021/01/31,466,1,,,,
KHM,Cambodia,2021/02/01,466,0,,,,
KHM,Cambodia,2021/02/02,466,0,,,,
KHM,Cambodia,2021/02/03,467,1,,,,
KHM,Cambodia,2021/02/04,470,3,,,,
KHM,Cambodia,2021/02/05,472,2,,,,
KHM,Cambodia,2021/02/06,474,2,,,,
KHM,Cambodia,2021/02/07,474,0,,,,
KHM,Cambodia,2021/02/08,476,2,,,,
KHM,Cambodia,2021/02/09,476,0,,,,0
KHM,Cambodia,2021/02/10,478,2,,,,339
KHM,Cambodia,2021/02/11,479,1,,,,
KHM,Cambodia,2021/02/12,479,0,,,,1492
KHM,Cambodia,2021/02/13,479,0,,,,
KHM,Cambodia,2021/02/14,479,0,,,,
KHM,Cambodia,2021/02/15,479,0,,,,7091
KHM,Cambodia,2021/02/16,479,0,,,,11016
KHM,Cambodia,2021/02/17,483,4,,,,12167
KHM,Cambodia,2021/02/18,484,1,,,,16612
KHM,Cambodia,2021/02/19,484,0,,,,21660
KHM,Cambodia,2021/02/20,533,49,,,,
KHM,Cambodia,2021/02/21,568,35,,,,28134
KHM,Cambodia,2021/02/22,593,25,,,,37379
KHM,Cambodia,2021/02/23,633,40,,,,44505
KHM,Cambodia,2021/02/24,697,64,,,,54350
KHM,Cambodia,2021/02/25,741,44,,,,60270
KHM,Cambodia,2021/02/26,767,26,,,,63825
KHM,Cambodia,2021/02/27,805,38,,,,
KHM,Cambodia,2021/02/28,820,15,,,,69777
KHM,Cambodia,2021/03/01,844,24,,,,87069
KHM,Cambodia,2021/03/02,878,34,,,,114283
KHM,Cambodia,2021/03/03,909,31,,,,135543
KHM,Cambodia,2021/03/04,932,23,,,,151231
KHM,Cambodia,2021/03/05,953,21,,,,167773
KHM,Cambodia,2021/03/06,987,34,,,,178910
KHM,Cambodia,2021/03/07,1011,24,,,,185052
KHM,Cambodia,2021/03/08,1011,0,,,,198636
KHM,Cambodia,2021/03/09,1124,113,,,,221672
KHM,Cambodia,2021/03/10,1163,39,,,,254090
KHM,Cambodia,2021/03/11,1225,62,1,1,,284894
KHM,Cambodia,2021/03/12,1264,39,1,0,,308173
KHM,Cambodia,2021/03/13,1305,41,1,0,,327250
KHM,Cambodia,2021/03/14,1325,20,1,0,,336900
KHM,Cambodia,2021/03/15,1325,0,1,0,,346135
KHM,Cambodia,2021/03/16,1505,180,1,0,,372685
KHM,Cambodia,2021/03/17,1541,36,1,0,,402917
KHM,Cambodia,2021/03/18,1578,37,1,0,,
KHM,Cambodia,2021/03/19,1578,0,2,1,,441640
KHM,Cambodia,2021/03/20,1578,0,2,0,,456503
KHM,Cambodia,2021/03/21,1753,175,3,1,,463872
KHM,Cambodia,2021/03/22,1788,35,4,1,,475703
KHM,Cambodia,2021/03/23,1817,29,5,1,,488990
KHM,Cambodia,2021/03/24,1872,55,5,0,,505830
KHM,Cambodia,2021/03/25,1872,0,5,0,,531619
KHM,Cambodia,2021/03/26,1968,96,8,3,,557113
KHM,Cambodia,2021/03/27,2147,179,8,0,,581186
KHM,Cambodia,2021/03/28,2233,86,10,2,,595466
KHM,Cambodia,2021/03/29,2378,145,11,1,,611651
KHM,Cambodia,2021/03/30,2440,62,11,0,,627769
KHM,Cambodia,2021/03/31,2440,0,11,0,,645765
KHM,Cambodia,2021/04/01,2477,37,14,3,,671847
KHM,Cambodia,2021/04/02,2546,69,16,2,,721181
KHM,Cambodia,2021/04/03,2689,143,19,3,,777514
KHM,Cambodia,2021/04/04,2689,0,19,0,,830031
KHM,Cambodia,2021/04/05,2752,63,21,2,,886524
KHM,Cambodia,2021/04/06,2915,163,22,1,,945715
KHM,Cambodia,2021/04/07,2915,0,22,0,,1011649
KHM,Cambodia,2021/04/08,3028,113,24,2,,1071260
KHM,Cambodia,2021/04/09,3604,576,24,0,,1174035
KHM,Cambodia,2021/04/10,4081,477,26,2,,1237988
KHM,Cambodia,2021/04/11,4515,434,30,4,,1286585
KHM,Cambodia,2021/04/12,4515,0,30,0,,1371536
KHM,Cambodia,2021/04/13,4696,181,33,3,,1446457
KHM,Cambodia,2021/04/14,4874,178,35,2,,1482123
KHM,Cambodia,2021/04/15,5218,344,36,1,,1508813
KHM,Cambodia,2021/04/16,5480,262,38,2,,1541896
KHM,Cambodia,2021/04/17,5771,291,39,1,,1555438
KHM,Cambodia,2021/04/18,6389,618,43,4,,1559128
KHM,Cambodia,2021/04/19,7013,624,45,2,,1656026
KHM,Cambodia,2021/04/20,7444,431,49,4,,1710932
KHM,Cambodia,2021/04/21,7747,303,54,5,,1775364
KHM,Cambodia,2021/04/22,8193,446,59,5,,1845972
KHM,Cambodia,2021/04/23,8848,655,61,2,,1915966
KHM,Cambodia,2021/04/24,9359,511,71,10,,1978548
KHM,Cambodia,2021/04/25,9975,616,74,3,,2027968
KHM,Cambodia,2021/04/26,10555,580,79,5,,2073616
KHM,Cambodia,2021/04/27,11063,508,82,3,,2117564
KHM,Cambodia,2021/04/28,11761,698,88,6,,
KHM,Cambodia,2021/04/29,12641,880,91,3,,2241102
KHM,Cambodia,2021/04/30,13402,761,93,2,,2284788
KHM,Cambodia,2021/05/01,13790,388,96,3,,2334709
KHM,Cambodia,2021/05/02,14520,730,103,7,,2407503
KHM,Cambodia,2021/05/03,15361,841,106,3,,2469822
KHM,Cambodia,2021/05/04,16299,938,107,1,,2543234
KHM,Cambodia,2021/05/05,16971,672,110,3,,2608983
KHM,Cambodia,2021/05/06,17621,650,114,4,,2686691
KHM,Cambodia,2021/05/07,18179,558,114,0,,2765622
KHM,Cambodia,2021/05/08,18717,538,114,0,,2826589
KHM,Cambodia,2021/05/09,19237,520,120,6,,2884922
KHM,Cambodia,2021/05/10,19743,506,126,6,,2942768
KHM,Cambodia,2021/05/11,20223,480,131,5,,3001566
KHM,Cambodia,2021/05/12,20695,472,136,5,,3069337
KHM,Cambodia,2021/05/13,21141,446,142,6,,3132686
KHM,Cambodia,2021/05/14,21499,358,147,5,,3180915
KHM,Cambodia,2021/05/15,21834,335,147,0,,3214835
KHM,Cambodia,2021/05/16,22184,350,150,3,,3267516
KHM,Cambodia,2021/05/17,22544,360,154,4,,3333079
KHM,Cambodia,2021/05/18,22889,345,156,2,,3416265
KHM,Cambodia,2021/05/19,23282,393,159,3,1084676,3503884
KHM,Cambodia,2021/05/20,23697,415,164,5,,3590729
KHM,Cambodia,2021/05/21,24157,460,165,1,1101904,3673639
KHM,Cambodia,2021/05/22,24645,488,167,2,,3767116
KHM,Cambodia,2021/05/23,25205,560,176,9,,3840027
KHM,Cambodia,2021/05/24,25761,556,179,3,,3927869
KHM,Cambodia,2021/05/25,26329,568,183,4,1118978,4005373
KHM,Cambodia,2021/05/26,26989,660,190,7,1123688,4113384
KHM,Cambodia,2021/05/27,27638,649,194,4,1129781,4219733
KHM,Cambodia,2021/05/28,28237,599,196,2,1133685,4329034
KHM,Cambodia,2021/05/29,28825,588,203,7,1148564,4438196
KHM,Cambodia,2021/05/30,29404,579,209,6,1152767,4528839
KHM,Cambodia,2021/05/31,30094,690,214,5,1157425,4613562
KHM,Cambodia,2021/06/01,30710,616,220,6,1162111,4671201
KHM,Cambodia,2021/06/02,31460,750,230,10,1167628,4723944
KHM,Cambodia,2021/06/03,32189,729,236,6,1173413,4782587
KHM,Cambodia,2021/06/04,33075,886,242,6,1178067,4839260
KHM,Cambodia,2021/06/05,33613,538,252,10,1183461,4894315
KHM,Cambodia,2021/06/06,34244,631,263,11,1189687,4938642
KHM,Cambodia,2021/06/07,34833,589,266,3,1195788,4969942
KHM,Cambodia,2021/06/08,35511,678,278,12,1201405,5005581
KHM,Cambodia,2021/06/09,36240,729,289,11,1208237,5050186
KHM,Cambodia,2021/06/10,36666,426,300,11,1214894,5128310
KHM,Cambodia,2021/06/11,37321,655,311,11,1222011,5223954
KHM,Cambodia,2021/06/12,37959,638,320,9,1229187,5325094
KHM,Cambodia,2021/06/13,38427,468,335,15,1238107,5428433
KHM,Cambodia,2021/06/14,38969,542,348,13,1243914,5537538
KHM,Cambodia,2021/06/15,39464,495,361,13,1253563,5667915
KHM,Cambodia,2021/06/16,40157,693,368,7,1262862,5762050
KHM,Cambodia,2021/06/17,40782,625,380,12,1269241,5839250
KHM,Cambodia,2021/06/18,41581,799,394,14,1277758,5924894
KHM,Cambodia,2021/06/19,42052,471,414,20,1287512,6012998
KHM,Cambodia,2021/06/20,42711,659,431,17,1296011,6098584
KHM,Cambodia,2021/06/21,43446,735,441,10,1303316,6171269
KHM,Cambodia,2021/06/22,44124,678,459,18,1309229,6275739
KHM,Cambodia,2021/06/23,44711,587,475,16,1315436,6378584
KHM,Cambodia,2021/06/24,45366,655,493,18,1321199,6478528
KHM,Cambodia,2021/06/25,46065,699,509,16,1328165,6616277
KHM,Cambodia,2021/06/26,46810,745,523,14,1333576,6729736
KHM,Cambodia,2021/06/27,47649,839,540,17,1339616,6836447
KHM,Cambodia,2021/06/28,48532,883,556,16,1345442,6957895
KHM,Cambodia,2021/06/29,49255,723,575,19,1351976,7093483
KHM,Cambodia,2021/06/30,50385,1130,602,27,1358254,7251656
KHM,Cambodia,2021/07/01,51384,999,628,26,1364830,7408517
KHM,Cambodia,2021/07/02,52350,966,660,32,1371584,7558008
KHM,Cambodia,2021/07/03,53298,948,696,36,1378837,7690814
